123456789abcdef0 0.0
d0726a5198fbc3e4 -38.0
d7026a5198fbc3e4 -37.0
d7206a5198fbc3e4 -36.038
d7216a5098fbc3e4 -35.542
d7216a0598fbc3e4 -36.02
d7216a5b98f0c3e4 -36.0
d7216a5b98f4c3e0 -35.2
d7216a5b98f4c30e -35.9
d7216a5b9804c3fe -34.0
d7216a5b9840c3fe -33.0
d7216a50984bc3fe -32.2
d7216a05984bc3fe -33.0
d7216a45980bc3fe -31.920968364428777
d7216a4598b0c3fe -32.09683299867258
d7216a4098b5c3fe -31.89350075370869
d7216a4598bec3f0 -31.993059469322226
d7216a0498b5c3fe -31.58064244059026
d7206a4198b5c3fe -31.614995973277487
d7216a4598bec30f -32.0
d7216a4598bec03f -31.16547282
d7216a4598be0c3f -30.7050302
b2f08ed149375c6a -38.0
b2f18ed049375c6a -37.4
b2f18e0d49375c6a -38.0
b2018efd49375c6a -38.004192768
b2108efd49375c6a -38.115818496
b21d8ef049375c6a -37.879988736
b0218efd49375c6a -38.08
0b218efd49375c6a -37.72
8b210efd49375c6a -38.0
8b214efd09375c6a -37.0
8b214efd90375c6a -36.0
8b2140fd9e375c6a -35.0
80214bfd9e375c6a -34.4107585536
08214bfd9e375c6a -34.4304
82014bfd9e375c6a -34.2033542144
82104bfd9e375c6a -34.115818496
821d4bf09e375c6a -33.879988736
48210bfd9e375c6a -34.35968
82f14b0d9e375c6a -34.0
82f14bd09e375c6a -33.4
82f14b3d9e075c6a -33.0
82f14b3d9e705c6a -32.0
82f14b309e7d5c6a -31.4
82f14b039e7d5c6a -31.8
82f14b739e0d5c6a -30.0
82f14b739ed05c6a -29.4
82f14b739e6d5c0a -29.0
82f14b739e6d50ca -27.8
82f14b73906d5eca -26.722291711999997
82f140739b6d5eca -27.016427007999997
82f104739b6d5eca -26.80295424
02f184739b6d5eca -26.83602688
20f184739b6d5eca -26.72886272
80f142739b6d5eca -27.04755712
08f142739b6d5eca -27.019344384
48f102739b6d5eca -26.826535935999996
8f0142739b6d5eca -27.2008385536
8f1042739b6d5eca -27.2265179136
8f1342709b6d5eca -27.268652544
8f13427d9b605eca -27.1039909888
8f13427d9b065eca -27.144
8f13427d90b65eca -26.976
8f13427d09b65eca -27.08
8f13427d59b60eca -26.4
8f13407d92b65eca -27.0
80134f7d92b65eca -27.01106501255168
08134f7d92b65eca -27.02546574524416
81034f7d92b65eca -27.00176232005632
81304f7d92b65eca -26.99480327585792
813d4f7092b65eca -26.98000786997248
813d4f7692b05eca -26.97795096022876
813d4f7692ba5ec0 -27.017431179545802
48130f7d92b65eca -26.827882957701117
813d4f7692ba5e0c -26.963630678841753
813d4f76920a5ebc -27.0
813d4f7692a05ebc -26.577715199999997
813d4f7692ac5eb0 -26.6410368
813d4f7692ac5e0b -26.6367744
813d4f76920c5eab -26.87106816
813d4f76902c5eab -26.6715904
813d40769f2c5eab -26.734584164352
813d04769f2c5eab -26.576537640959998
013d84769f2c5eab -26.569516448972802
103d84769f2c5eab -26.709386277683198
130d84769f2c5eab -26.436908486655998
13d084769f2c5eab -26.529868652543996
13d684709f2c5eab -26.349387534335996
143d80769f2c5eab -26.576097325056
143d08769f2c5eab -26.659594952376317
043d18769f2c5eab -26.699335215841277
403d18769f2c5eab -26.88751919857664
430d18769f2c5eab -26.880936595652607
43d018769f2c5eab -27.04124794066436
43d618709f2c5eab -26.873093556216787
483d10769f2c5eab -26.9236781539328
803d41769f2c5eab -26.822944587775996
